product_id,record_id,settlement,source_file_token,task_id,source_path,generated_path,final_path,upload_status,uploaded_file_token,uploaded_at,run_root
JH013,recvlfVKboeXG3,设计款（2.5倍率）,MD0Lbq19roZY03x15vHcGOgmnVe,jewelry-white-bg-JH013-20260612121527,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\source\JH013_front.png,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH013_generated.png,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH013_white_bg_watermarked.png,uploaded,M0mtbqmAmoiM0zxa5c8cQcruntg,2026-06-12T12:22:10,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909
JH016,recvlfVKbouUFV,设计款（2.5倍率）,KXRVbtxfLosVNPxdvZdc7p9ZnKp,jewelry-white-bg-JH016-20260612121541,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\source\JH016_front.png,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH016_generated.png,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH016_white_bg_watermarked.png,uploaded,KTUvbWPekoaSzxxJDaYcVHPtnlh,2026-06-12T12:22:13,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909
JH020,recvlfVKboeqSF,设计款（2.5倍率）,AgcVbpZ6fob2zBxDBnwcRVmxneg,jewelry-white-bg-JH020-20260612121548,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\source\JH020_front.jpg,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH020_generated.png,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH020_white_bg_watermarked.png,uploaded,P6e3bXDtuot4o9xIW99cCAYdnyb,2026-06-12T12:22:15,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909
JH021,recvlfVKbopwv0,设计款（2.5倍率）,XtzabQD1oozDhDxhkWqcM2alnmc,jewelry-white-bg-JH021-20260612121554,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\source\JH021_front.jpg,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH021_generated.png,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH021_white_bg_watermarked.png,uploaded,H9fjbMwYPoEqEmxQr4LcTNAVnkd,2026-06-12T12:22:18,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909
JH014,recvlfVKbogXft,设计款（2.5倍率）,F6obby2bEoL05QxYvORcEshknmd,jewelry-white-bg-JH014-20260612121532,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\source\JH014_front.png,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH014_generated.png,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH014_white_bg_watermarked.png,uploaded,SpqObGJQUowe6excEDncz1kLnhd,2026-06-12T12:22:21,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909
JH023,recvlhs9Fzvt2T,1.7倍率,VlhVbAmjOoLUr9x7LmwcTJ3WnEf,jewelry-white-bg-JH023-20260612121635,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\source\JH023_front.heic,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH023_generated.png,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH023_white_bg_watermarked.png,uploaded,UEkQbvBFVoVdoKxMXsqcQPq0nLf,2026-06-12T12:22:24,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909
JH022,recvlhs7P62Cic,1.7倍率,Rv5abW65pobNC7xdXmrcVVXynlc,jewelry-white-bg-JH022-20260612121628,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\source\JH022_front.heic,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH022_generated.png,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH022_white_bg_watermarked.png,uploaded,GnB4bUQG5oOZkLxWfPJcDJVqnUS,2026-06-12T12:22:26,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909
JH027,recvlhs9Fzyic2,1.7倍率,Rf2VbwbdfotEScx7WX0cHTnfnle,jewelry-white-bg-JH027-20260612122245,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\source\JH027_front.jpg,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH027_generated.png,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH027_white_bg_watermarked.png,uploaded,MZezbR8aIoyA7sxIqo4cm5XOnGd,2026-06-12T12:27:53,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909
JH028,recvlhs9FzMEa6,1.7倍率,Q9uybwUkMoW2HTxZ1Hqccwzpnbf,jewelry-white-bg-JH028-20260612122252,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\source\JH028_front.jpg,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH028_generated.png,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH028_white_bg_watermarked.png,uploaded,SWAtbYAB2oNNI0xVpxycwHD9nKc,2026-06-12T12:27:56,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909
JH476,recvlmw3AoZM2M,设计款（2.5倍率）,JAcxb540EoddYnx1ER6coBknn5e,jewelry-white-bg-JH476-20260612122319,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\source\JH476_front.heic,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH476_generated.png,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH476_white_bg_watermarked.png,uploaded,MdsYbDYZTodYkzx2OcXckk76nqe,2026-06-12T12:27:59,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909
JH478,recvlmw3Aoa8K8,设计款（2.5倍率）,L7e0bYeKeo2uOrxUu3hcSStQnuf,jewelry-white-bg-JH478-20260612122332,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\source\JH478_front.heic,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH478_generated.png,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH478_white_bg_watermarked.png,uploaded,Yu1Hbzpuio78GaxZumfcqQGNnbh,2026-06-12T12:28:01,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909
JH024,recvlhs9FzkVpz,1.7倍率,KezHbxPc7odT4cxiLKfcpFunnJe,jewelry-white-bg-JH024-20260612122228,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\source\JH024_front.heic,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH024_generated.png,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH024_white_bg_watermarked.png,uploaded,TRcIbOL0ooRKdSxkgg6cN0FYnMb,2026-06-12T12:28:04,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909
JH025,recvlhs9FzfPHw,1.7倍率,LArLbatLdoyRmkxRcq1cAwO6nEg,jewelry-white-bg-JH025-20260612122235,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\source\JH025_front.jpg,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH025_generated.png,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH025_white_bg_watermarked.png,uploaded,JFEWbVlQBoN1SlxINVRcAanHnXO,2026-06-12T12:28:07,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909
JH026,recvlhs9Fz9DpC,1.7倍率,KorKbNUoJoypKuxZW3JceHeJnAb,jewelry-white-bg-JH026-20260612122239,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\source\JH026_front.jpg,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH026_generated.png,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH026_white_bg_watermarked.png,uploaded,FKcDbDB87ov1dYxVlapciThvn46,2026-06-12T12:28:10,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909
JH029,recvlhs9Fzn1LP,1.7倍率,H0W6bhby2oBPcnxBjwCctpr7nHY,jewelry-white-bg-JH029-20260612122257,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\source\JH029_front.heic,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH029_generated.png,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH029_white_bg_watermarked.png,uploaded,Xco7b4jXgoyPK2x5ay6ceKU9nXd,2026-06-12T12:28:13,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909
JH030,recvlhs9Fz3xk6,设计款（2.5倍率）,ODEDbEAe0oKsEsx5Hf3ccBDWnmc,jewelry-white-bg-JH030-20260612122307,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\source\JH030_front.heic,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH030_generated.png,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH030_white_bg_watermarked.png,uploaded,SnEQb93E9oEeBSx9Y6bcgdsnnGR,2026-06-12T12:28:16,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909
JH475,recvlmw1kJvmeq,设计款（2.5倍率）,NuAbbF3XVoGQZXx6XpucXsLpnWg,jewelry-white-bg-JH475-20260612122313,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\source\JH475_front.jpg,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH475_generated.png,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH475_white_bg_watermarked.png,uploaded,LNmBbA3tGool8DxGqrOcW4Qfnne,2026-06-12T12:28:20,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909
JH477,recvlmw3AoXUp7,设计款（2.5倍率）,DWgAbvxXooqLNHxCf2XcpfTJn5d,jewelry-white-bg-JH477-20260612122325,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\source\JH477_front.heic,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH477_generated.png,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH477_white_bg_watermarked.png,uploaded,IsbLbLN0won8q2xMgR5cHXcfngh,2026-06-12T12:28:23,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909
JH479,recvlmw3AoMDvC,设计款（2.5倍率）,LerUbUo0ooNR8zxqYgicEMCCnic,jewelry-white-bg-JH479-20260612122338,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\source\JH479_front.heic,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH479_generated.png,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH479_white_bg_watermarked.png,uploaded,LHDlbLdNTogjkvxQYO2cnrrenPg,2026-06-12T12:28:26,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909
JH480,recvlmw3AoMNu7,设计款（2.5倍率）,Pc6EbteQSogit6xoDT9c2DbGnod,jewelry-white-bg-JH480-20260612122827,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\source\JH480_front.heic,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH480_generated.png,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH480_white_bg_watermarked.png,uploaded,Kz6fbeYWko9n7ExDvmHcIqain9c,2026-06-12T12:33:57,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909
JH481,recvlmw3Aox3RY,设计款（2.5倍率）,FIiKbBcyEoaPBDx8CXMcdleznJg,jewelry-white-bg-JH481-20260612122835,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\source\JH481_front.heic,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH481_generated.png,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH481_white_bg_watermarked.png,uploaded,LPDXb6yXRobgHYxa4UHcbqc1n7d,2026-06-12T12:34:00,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909
JH486,recvlmTGEVT39v,设计款（2.5倍率）,SdoDbbsXaopYDuxjqA7cyns3n9d,jewelry-white-bg-JH486-20260612122917,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\source\JH486_front.jpg,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH486_generated.png,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH486_white_bg_watermarked.png,uploaded,OQcibRzLuo9qulxOBcjcIAxpnBg,2026-06-12T12:34:03,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909
JH487,recvlmTKC2Dgvp,设计款（2.5倍率）,D4jZbD5hFomkw0x1EN5c4YQInIf,jewelry-white-bg-JH487-20260612122922,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\source\JH487_front.jpg,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH487_generated.png,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH487_white_bg_watermarked.png,uploaded,U6t3bS1vRo1bzVxevA7cKadnnUh,2026-06-12T12:34:05,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909
JH488,recvlmTOsaOfcl,设计款（2.5倍率）,NG3qberMkonWklxHdNmc55Vyn9f,jewelry-white-bg-JH488-20260612122928,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\source\JH488_front.jpg,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH488_generated.png,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH488_white_bg_watermarked.png,uploaded,VGvmb32Hwo5QVFxDHPccovXAnPb,2026-06-12T12:34:08,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909
JH489,recvlmU8xyLmdM,设计款（2.5倍率）,CLO8bUZGEoskn4xBHWicwTe1nBg,jewelry-white-bg-JH489-20260612122936,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\source\JH489_front.jpg,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH489_generated.png,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH489_white_bg_watermarked.png,uploaded,DITnbE0zior4GXxylwCcrHfwnng,2026-06-12T12:34:11,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909
JH490,recvlmU8xycWmF,设计款（2.5倍率）,Vv1Wbs0two9ERIx8S6ecBaLPnNe,jewelry-white-bg-JH490-20260612122942,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\source\JH490_front.jpg,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\generated\JH490_generated.png,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909\white-bg\JH490_white_bg_watermarked.png,uploaded,P7JUb8R8Co9KxixlNVbc6fkWn2e,2026-06-12T12:34:15,C:\Users\Administrator\Documents\珠宝白底图生成\outputs\jewelry-white-background\20260618-618-full-20260612-120909
